--------------------
BDMEP - INMET
--------------------
Estação           : PONTA PORA - MS (OMM: 83702)
Latitude  (graus) : -22.55
Longitude (graus) : -55.71
Altitude  (metros): 650.00
Estação Operante
Inicio de operação: 24/11/1941
Periodo solicitado dos dados: 30/03/1700 a 12/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
83702;30/11/1971;0000;9;2.7;6;110.8;;;256.2;3.111111;;106.2;;936.328889;29.78;22.76;16.926667;65.683333;;
83702;31/12/1971;0000;27;3.064516;6;92.8;;;232.3;4.623656;;138.8;;934.386022;29.851613;23.515484;18.116129;73.008065;;
83702;31/01/1972;0000;5;2.913978;6;92.6;;;205.9;4.376344;;115.4;;934.997849;29.883871;23.777419;18.832258;73.443548;;
83702;29/02/1972;0000;36;2.747126;5;51.4;;;169.7;5.62069;19;288.2;;935.348276;28.827586;22.958621;18.944828;81.5;;
83702;31/03/1972;0000;18;2.634409;5;68.3;;;209.6;4.086957;;108.6;;936.363441;29.754839;23.463226;19.103226;77.08871;;
83702;30/04/1972;0000;18;2.677778;6;63.9;;;230.9;2.811111;;182;;938.733333;26.293333;19.206;14.366667;74.766667;;
83702;31/05/1972;0000;9;2.763441;5;62.7;;;189.2;3.677419;;131.6;;938.409677;26.254839;19.753548;15.432258;77.591667;;
83702;30/06/1972;0000;36;2.766667;6;91.8;;;243.5;1.411111;;18.8;;938.994444;26.8;19.784;15.073333;70.941667;;
83702;31/07/1972;0000;27;2.677419;6;76.5;;;166.7;4.569892;;73.4;;939.192473;23.96129;16.773548;11.974194;75.733871;;
83702;31/08/1972;0000;36;2.763441;6;80.7;;;153.7;4.817204;;181.2;;938.036559;24.56;17.406;12.054839;75.669355;;
83702;30/09/1972;0000;18;2.744444;6;93.9;;;163.1;4.444444;;37.1;;938.003333;27;20.452;15.74;73.583333;;
83702;31/10/1972;0000;5;2.817204;6;99.3;;;221.2;4.333333;;226.6;;936.734409;28.290323;21.02;15.436667;73.008065;;
83702;30/11/1972;0000;32;2.566667;5;70;;;175.6;5.566667;;435.2;;934.992222;28.493333;22.706;18.176667;79.866667;;
83702;31/12/1972;0000;14;2.387097;5;87.1;;;216.8;4.752688;;135.6;;935.963441;29.677419;23.628387;18.735484;73.919355;;
83702;31/01/1973;0000;36;2.817204;6;93.5;;;221.3;4.569892;;181.4;;936.308602;31.477419;25.8;21.477419;75.370968;;
83702;28/02/1973;0000;27;2.333333;4;65.4;;;192.6;4.642857;;150.6;;936.491667;30.978571;25.205714;21.185714;79.241071;;
83702;31/03/1973;0000;18;2.075269;4;68.2;;;225.5;4.075269;;272.4;;936.670968;29.980645;23.713548;19.083871;77.258065;;
83702;30/04/1973;0000;23;2.4;5;57;;;190.6;4.055556;;53.4;;937.797778;29.54;23.210667;18.926667;79.941667;;
83702;31/05/1973;0000;36;2.430108;6;59.3;;;181.9;4.182796;;171.8;;939.677419;24.903226;18.170323;13.806452;78.040323;;
83702;30/06/1973;0000;0;2.411111;5;54.4;;;186.9;3.533333;;165;;938.851111;24.203333;17.11;12.533333;77.891667;;
83702;31/07/1973;0000;36;2.548387;7;63.6;;;169.1;4.666667;;24.4;;940.721505;22.090323;15.00129;10.483871;78.145161;;
83702;31/08/1973;0000;36;1.795699;4;57.6;;;115.7;5.27957;;145.6;;940.309677;22.1;15.568387;11.580645;80.024194;;
83702;30/09/1973;0000;14;2.233333;5;88;;;106.6;4.166667;;83;;938.795556;26.44;19.121333;13.88;74.975;;
83702;31/10/1973;0000;18;2.548387;8;120.5;;;194.5;4.483871;;184.6;;934.543011;27.641935;21.294839;16.248387;73.16129;;
83702;30/11/1973;0000;36;1.855556;6;100.9;;;213.7;4.333333;;164.8;;935.606667;27.656667;21.855333;17.2;72.875;;
83702;31/12/1973;0000;0;1.946237;7;83.2;;;190.7;6.215054;16;272;;933.712903;28.680645;23.039355;18.822581;78.258065;;
83702;31/01/1974;0000;0;2.774194;14;65;;;175.5;6.967742;21;327.8;;932.897849;28.312903;23.422581;19.896774;84.322581;;
83702;28/02/1974;0000;0;2.02381;9;63;;;207.5;6.095238;19;145.4;;933.764286;28.9;23.4;19.496429;82.276786;;
83702;31/03/1974;0000;0;2.215054;12;54.9;;;194.5;5.903226;16;154.6;;932.931183;27.525806;22.176774;18.506452;84.612903;;
83702;30/04/1974;0000;18;1.922222;7;63.9;;;210;5.288889;;89.5;;936.803333;26.356667;20.507333;16.263333;79.725;;
83702;31/05/1974;0000;0;2.537634;9;84.2;;;255.8;2.849462;;72.5;;938.01828;24.735484;17.747742;12.596774;75.645161;;
83702;30/06/1974;0000;5;3.033333;9;70.1;;;165.5;5.133333;;25.6;;937.204444;22.413333;16.378;12.11;80.525;;
83702;31/07/1974;0000;5;2.172043;9;114.9;;;226.4;3.096774;;8;;940.12043;24.393548;16.934839;11.512903;68.967742;;
